id,weather_state_name,weather_state_abbr,wind_direction_compass,created,applicable_date,min_temp,max_temp,the_temp,wind_speed,wind_direction,air_pressure,humidity,visibility,predictability
5897788931964928,Light Rain,lr,SW,2018-01-27T17:31:03.293830Z,2018-01-27,6.542,10.834,8.71,11.647220452681143,217.4036138212374,1028.895,81,6.270878072059174,75
4673401130057728,Heavy Cloud,hc,WSW,2018-01-27T17:31:03.375350Z,2018-01-28,9.592,13.578,12.07,11.340735320758768,251.19968253585975,1034.47,83,10.149787739600733,71
6598427265728512,Light Rain,lr,WSW,2018-01-27T17:31:02.981450Z,2018-01-29,5.106,12.360000000000001,11.26,12.205181011128609,254.39204110878995,1029.06,75,11.237808697208305,75
5602023307214848,Heavy Cloud,hc,WSW,2018-01-27T17:31:03.250910Z,2018-01-30,4.895999999999999,8.453999999999999,7.6850000000000005,4.058207922052016,236.92567167607487,1028.875,81,11.637971745009146,71
6535873214545920,Light Rain,lr,W,2018-01-27T17:31:04.203840Z,2018-01-31,4.354000000000001,8.234,7.59,13.465306366175136,273.7869303729632,1012.225,68,13.50892040483576,75
4592424403861504,Heavy Cloud,hc,NW,2018-01-27T17:31:05.880580Z,2018-02-01,3.79,8.129999999999999,9.13,10.57658583870198,307.3621585947212,1014.68,63,9.997862483098704,71
